id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
160581	ym	ym  	ym(II)/	ym (II)	DN m. sg. abs. gen.	Yammu	Alt. linked to EUPT's preceding plural construct: ġalamū yammi 'the young men of Yammu'.
160582	mšbˤthn	mšbʿthn  	mšbˤ(t/t+hn	mšbʕt	n. f. sg. cstr. nom. + 3 f. pl. suff.	the seventh	mšbˤthn 'the seventh of them'.
160583	b	b 	b	b	prep.	by	b šlḥ ttpl 'fell by the Sword'.
160584	šlḥḥ	šlḥ[[ḥ]]	šlḥ&ḥ/	šlḥ	DN sg. abs. gen.	Sword	Surface šlḥḥ, scribal error for šlḥ (DULAT DN 'Sword'); or n. 'weapon'.
# KTU 1.14 I:21							
160585	ttpl	ttpl  	!t!(n]t]pl[	/n-p-l/	vb Gt prefc. 3 f. sg.	to be felled	mšbˤthn b šlḥ ttpl 'the seventh fell by the Sword'.
160586	yˤn	yʿn  	!y!ˤn[	/ʕ-n/	vb G prefc. 3 m. sg.	to see, look	yˤn ḥtkh 'he watched his lineage'.
160587	ḥtkh	ḥtkh	ḥtk(II)/+h	ḥtk (II)	n. m. sg. cstr. acc. + 3 m. sg. suff.	lineage	
160587	ḥtkh	ḥtkh	ḥtk(III)/+h	ḥtk (III)	n. m. sg. cstr. acc. + 3 m. sg. suff.	sovereignty, power	Alt.: ḥtk (III).
# KTU 1.14 I:22							
160588	krt	krt  	krt/	krt	PN sg. abs. nom.	Kirta	
160589	yˤn	yʿn  	!y!ˤn[	/ʕ-n/	vb G prefc. 3 m. sg.	to see, look	
160589	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer	Alt.: 'answer'.
160590	ḥtkh	ḥtkh 	ḥtk(II)/+h	ḥtk (II)	n. m. sg. cstr. acc. + 3 m. sg. suff.	lineage	
160590	ḥtkh	ḥtkh 	ḥtk(III)/+h	ḥtk (III)	n. m. sg. cstr. acc. + 3 m. sg. suff.	sovereignty, power	Alt.: ḥtk (III).
160591	rš	rš	rš[	/r-š(-š)/	vb G suffc. 3 m. sg.	to be ruined	
# KTU 1.14 I:23							
160592	mid	mid  	mid/	mỉ/ủd	n. m. sg. abs. acc.	abundance	mid 'greatly' (adverbial acc.); EUPT instead lexicalizes maʔda directly as an adverb.
160593	grdš	grdš  	grdš[	/g-r-d-š/	vb G suffc. 3 m. sg.	to be undermined, ruined	
160594	ṯbth	ṯbth	ṯb(t/t+h	ṯbt	n. f. sg. cstr. acc. + 3 m. sg. suff.	seat, family seat	mid grdš ṯbth 'utterly ruined of his family seat'.
# KTU 1.14 I:24							
160595	w	w 	w	w	conj.	and	
160596	b	b 	b	b	prep.	in	
160597	klhn	klhn  	kl/+hn	kl	n. m. sg. cstr. gen. + 3 f. pl. suff.	totality (of)	b klhn 'in their entirety' (DULAT direct attestation and -hn suffix entry). EUPT instead segments 3 m. sg. +h plus enclitic -n; DULAT and the CUC suffix inventory favor 3 f. pl. -hn here.
160598	špḥ	špḥ  	špḥ/	špḥ	n. m. sg. abs. nom.	family, offspring	špḥ yitbd 'the offspring perished'.
160599	yitbd	yitbd	!y!(ʔ&i]t]bd[	/ʔ-b-d/	vb Gt prefc. 3 m. sg.	to perish	
# KTU 1.14 I:25							
160600	w	w 	w	w	conj.	and	
160601	b	b  	b	b	prep.	in	
160602	pḫyrh	pḫyrh  	pḫyr/+h	pḫyr	n. m. sg. cstr. gen. + 3 m. sg. suff.	whole, totality	b pḫyrh 'in its totality'.
160603	yrṯ	yrṯ	yrṯ(I)/	yrṯ (I)	n. m. sg. abs. nom.	heir	'and in its totality (perished) the heir'.
# KTU 1.14 I:26							
160604	yˤrb	yʿrb  	!y!ˤrb(I)[	/ʕ-r-b/ (I)	vb G prefc. 3 m. sg.	to enter	yˤrb b ḥdrh ybky 'he entered his room to weep'.
160605	b	b 	b	b	prep.	in	
160606	ḥdrh	ḥdrh  	ḥdr/+h	ḥdr	n. m. sg. cstr. gen. + 3 m. sg. suff.	room, chamber	
160607	ybky	ybky	!y!bky[	/b-k-y/	vb G prefc. 3 m. sg.	to weep	
# KTU 1.14 I:27							
160608	b	b 	b	b	prep.	in	
160609	ṯn	ṯn  	!!ṯn(y[/	/ṯ-n-y/	vb G inf. cstr. gen.	to repeat, reiterate	b ṯn ˤgmm 'repeating his groans' (DULAT; EUPT G-Inf. Gen. St.cs.), not the numeral 'two'.
160610	pˤgmm	[[p]]ʿgmm     	?	?	?	?	DULAT reads (b ṯn) ˤgmm 'groans' (s.v. ʕgm); the initial p is unexplained.
160611	w	w 	w	w	conj.	and	
160612	ydmˤ	ydmʿ	!y!dmˤ[	/d-m-ʕ/	vb G prefc. 3 m. sg.	to shed tears, weep	
# KTU 1.14 I:28							
160613	tntkn	tntkn  	!t!ntk[n	/n-t-k/	vb N prefc. 3 f. pl.	to run, flow	tntkn udmˤth 'his tears flowed'.
160614	udmˤth	udmʿth	!(ʔ&u!dmˤ(t/t=+h	dmʕt	n. f. pl. cstr. nom. + 3 m. sg. suff.	tear	Prosthetic aleph; suffixed construct udmˤth 'his tears' (EUPT Nom. f. pl. St.cs.).
# KTU 1.14 I:29							
160615	km	km  	km	km	prep.	like	km ṯqlm 'like shekels'.
160616	ṯqlm	ṯqlm  	ṯql/m	ṯql	n. m. pl. abs. gen.	shekel	
160617	arṣh	arṣh	arṣ/~h	ảrṣ	n. f. sg. abs. acc. + dir. -h	earth	arṣh 'to the ground' (directive -h; EUPT Term. f. sg.).
# KTU 1.14 I:30							
160618	k	k 	km ḫmš(t/t=	km, ḫmšt	prep., n. f. pl. abs. gen.	like, five-shekel (?) weight	MERGE WITH THE NEXT: TF k + mḫmšt cuts across the DULAT/EUPT division km ḫmšt, 'like five-shekel weights' (// km ṯqlm). Huehnergard glosses the lexeme generically 'fifth'; the DULAT attestation and EUPT context support weights here.
160619	mḫmšt	mḫmšt  	km ḫmš(t/t=	km, ḫmšt	prep., n. f. pl. abs. gen.	like, five-shekel (?) weight	MERGE WITH THE PREVIOUS.
160620	mṭth	mṭth	mṭ(t/t~h	mṭt	n. f. sg. abs. acc. + dir. -h	bed	mṭth 'onto the bed' (DULAT; EUPT Term. f. sg.), with directive -h rather than a possessive suffix.
# KTU 1.14 I:31							
160621	bm	bm  	b~m	b	prep. + encl. -m	in	bm bkyh 'in his weeping'.
160622	bkyh	bkyh 	!!bky[/+h	/b-k-y/	vb G inf. + 3 m. sg. suff.	to weep	bm bkyh 'as he wept'.
160623	w	w 	w	w	conj.	and	
160624	yšn	yšn	!y!(yšn[	/y-š-n/	vb G prefc. 3 m. sg.	to sleep, fall asleep	w yšn 'and he fell asleep'.
# KTU 1.14 I:32							
160625	b	b 	b	b	prep.	in	
160626	dmˤh	dmʿh  	!!dmˤ[/+h	/d-m-ʕ/	vb G inf. + 3 m. sg. suff.	to shed tears, weep	b dmˤh 'in his weeping'.
160627	nhmmt	nhmmt	nhmm(t/t	nhmmt	n. f. sg. abs. nom.	drowsiness, fainting fit	
# KTU 1.14 I:33							
160628	šnt	šnt  	šn(t(II)/t	šnt (II)	n. f. sg. abs. nom.	sleep	šnt tluan 'sleep overcame him'.
160629	tluan	tluan 	!t!l(ʔ&u(y(I)[~+(n&an	/l-ʔ-y/w/ (I)	vb G prefc. 3 f. sg. + energic-suff.	to overcome, prevail	tluan: authoritative CUC convention retains ~+ for the fused energic + suffix; -an is a variant of -nn (Martijn/Tania; EUPT G-PKK 3 f. sg. + OS 3 m. sg.).
# KTU 1.14 I:34							
160630	w	w 	w	w	conj.	and	
160631	yškbnhmmt	yškb .nhmmt	!y!škb[ nhmm(t/t	/š-k-b/, nhmmt	vb G prefc. 3 m. sg., n. f. sg. abs. nom.	to lie down, drowsiness, fainting fit	Two lexical words joined by TF: yškb 'he lay down' (I:34), then nhmmt 'fainting/drowsiness' beginning the parallel clause (DULAT; Martijn/Tania).
# KTU 1.14 I:35							
160632	w	w 	w	w	conj.	and	
160633	yqmṣ	yqmṣ  	!y!qmṣ[	/q-m-ṣ/	vb G prefc. 3 m. sg.	to curl up	
160634	w	w 	w	w	conj.	and	
160635	b	b 	b	b	prep.	in	b ḥlmh 'in his dream'.
160636	ḥlmh	ḥlmh	ḥlm(I)/+h	ḥlm (I)	n. m. sg. cstr. gen. + 3 m. sg. suff.	dream	
# KTU 1.14 I:36							
160637	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. nom.	ʾIlu/Ilu/El	
160638	yrd	yrd  	!y!(yrd[	/y-r-d/	vb G prefc. 3 m. sg.	to go down, descend	il yrd 'El descended'.
160639	b	b 	b	b	prep.	in	
160640	ḏhrth	ḏhrth	ḏhr(t/t+h	ḏhrt	n. f. sg. cstr. gen. + 3 m. sg. suff.	vision	b ḏhrth 'in his vision'.
# KTU 1.14 I:37							
160641	ab	ab  	ab/	ảb	n. m. sg. cstr. nom.	father	ab adm 'the Father of Man' (epithet of El).
160642	adm	adm  	adm(I)/	ảdm (I)	n. m. sg. abs. gen.	man	
160643	w	w 	w	w	conj.	and	
160644	yqrb	yqrb	!y!qrb[	/q-r-b/	vb G prefc. 3 m. sg.	to approach	
# KTU 1.14 I:38							
160645	b	b 	b	b	prep.	in	b šal krt 'in asking Kirta' (as he asked).
160646	šal	šal  	!!š(ʔ&al[/	/š-ʔ-l/	vb G inf. cstr. gen.	to ask, request	b šal 'in asking/questioning' (DULAT direct attestation; EUPT G-Inf. Gen. St.cs.; Martijn/Tania).
160647	krt	krt  	krt/	krt	PN sg. abs. gen.	Kirta	
160648	mh	m<h>  	m&h	m(h)	pers. pn.	1) what?	m with added h, followed by ảt: 'what is the matter with you?' (DULAT; Martijn/Tania). EUPT instead treats maʔati as one interrogative pronoun.
160649	a	a 	a&kt	ảt (I)	pers. pn.	you	MERGE WITH THE NEXT: a + [[k]]t = ảt 'you'; k is a scribal error. Together with preceding m(h): 'what is the matter with you?' (DULAT; Martijn/Tania). EUPT instead treats maʔati as one interrogative pronoun.
160650	kt	[[k]]t	a&kt	ảt (I)	pers. pn.	you	MERGE WITH THE PREVIOUS.
# KTU 1.14 I:39							
160651	krt	krt  	krt/	krt	PN sg. abs. nom.	Kirta	mảt krt k ybky 'what ails Kirta that he weeps?'.
160651	krt	krt  	krt/	krt	PN sg. abs. acc.	Kirta	Alt. EUPT: Akk. m. sg. (its primary locative analysis has no direct CUC case tag).
160652	k	k 	k(III)	k (III)	subordinating or completive functor	that	k ybky 'that he weeps'.
160653	ybky	ybky	!y!bky[	/b-k-y/	vb G prefc. 3 m. sg.	to weep	
# KTU 1.14 I:40							
160654	ydmˤ	ydmʿ  	!y!dmˤ[	/d-m-ʕ/	vb G prefc. 3 m. sg.	to shed tears, weep	
160655	nˤmn	nʿmn  	nˤmn(I)/	nʕmn (I)	adj. m. sg. cstr. nom.	handsome	nˤmn ġlm il 'the handsome Lad of El'.
160656	ġlm	ġlm	ġlm/	ġlm	n. m. sg. cstr. nom.	boy, youth	
# KTU 1.14 I:41							
160657	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	
160658	mlk	mlk  	mlk(II)/	mlk (II)	n. m. sg. cstr. acc.	kingdom, kingship	mlk ṯr abh 'the kingship of Bull his father' (DULAT mlk II; EUPT Akk. m. sg. St.cs.).
160659	ṯr	ṯr 	ṯr(I)/	ṯr (I)	n. m. sg. cstr. gen.	bull	ṯr abh 'Bull his father' (epithet of El).
160660	abh	abh	ab/+h	ảb	n. m. sg. cstr. gen. + 3 m. sg. suff.	father	
# KTU 1.14 I:42							
160661	yarš	yarš  	!y!(ʔ&arš[	/ʔ-r-š/	vb G prefc. 3 m. sg.	to request, wish, demand	
160661	yarš	yarš  	!y!(ʔ&arš[:d	/ʔ-r-š/	vb D prefc. 3 m. sg.	to request, wish, demand	Alt.: D-stem.
160662	hm	hm  	hm(II)	hm (II)	conj. / interr. functor	or	hm drkt k ab adm 'or authority like the Father of Man'.
160663	drkt	drk[t]	drk(t/t	drkt	n. f. sg. abs. acc.	rule, power	
# KTU 1.14 I:43							
160664	k	k 	k(I)	k (I)	prep.	like	
160665	ab	ab  	ab/	ảb	n. m. sg. cstr. gen.	father	
160666	adm	adm  	adm(I)/	ảdm (I)	n. m. sg. abs. gen.	man	
160667	xx	xx[       ]       	?	?	?	?	No recoverable signs sufficient for lexical analysis.
# KTU 1.14 I:44							
160668	ṯxxx	ṯxxx[                          ]                              	?	?	?	?	Only initial ṯ is preserved; no source licenses a lexical restoration.
# KTU 1.14 I:45							
160669	xxn	xxn  	?	?	?	?	Only final n is preserved; no source licenses a lexical restoration.
160670	ḥ	ḥ[                    ]                    	ḥ/	ḥ	n. m. sg. abs. nom.	life	Broken context; ḥ[ym] 'life'?
# KTU 1.14 I:46							
160671		[                                ]                                	?	?	?	?	No legible signs in TF/UDB/EUPT; left unresolved.
# KTU 1.14 I:47							
160672		[                                ]                                	?	?	?	?	No legible signs in TF/UDB/EUPT; left unresolved.
# KTU 1.14 I:48							
160673		[                                ]                                	?	?	?	?	No legible signs in TF/UDB/EUPT; left unresolved.
# KTU 1.14 I:49							
160674		[                                ]                                	?	?	?	?	No legible signs in TF/UDB/EUPT; left unresolved.
# KTU 1.14 I:50							
160675		[                                ]                                	?	?	?	?	No legible signs in TF/UDB/EUPT; left unresolved.
# KTU 1.14 I:51							
160676		[                         ]                         	?	?	?	?	Migrated from legacy reviewed tokenization.
160677	lm	[lm ] 	l(I)~m	l (I)	prep. + encl. -m	to	Largely broken line; enclitic -m.
# KTU 1.14 I:52							
160678	ank	[ank  ]  	ank	ảnk	pers. pn. 1 c. sg.	I	
160679	kspw	[ksp .w ] 	ksp/ w	ksp, w	n. m. sg. abs. acc., conj.	silver, and	Two lexical words joined by TF: ksp w 'silver and'; the object phrase continues with yrq ḫrṣ across the column break (Martijn/Tania; ANET, UNP, EUPT).
160680	yrq	[yrq]	yrq/	yrq	n. m. sg. cstr. acc.	greenish-yellow metal/gold	yrq ḫrṣ 'yellow gold' is a construct expression coordinated with ksp (DULAT; EUPT Akk. m. sg.).
# KTU 1.14 II:1							
160681	ḫrṣ	[ḫrṣ  ]  	ḫrṣ/	ḫrṣ	n. m. sg. abs. acc.	gold	ḫrṣ yd mqmh (ransom list, // III:22-23).
160682	yd	yd  	yd(I)/	yd (I)	n. f. sg. cstr. acc.	together with	Grammaticalized yd I: DULAT directly translates yrq ḫrṣ yd mqmh 'yellow gold together with its source'; EUPT labels the same form a preposition.
160683	mqmh	mqmh	mqm/+h	mqm	n. m. sg. cstr. gen. + 3 m. sg. suff.	place, source	'its source' (the gold's).
# KTU 1.14 II:2							
160684	w	[w ] 	w	w	conj.	and	
160685	ˤbd	[ʿb]d    	ˤbd(I)/	ʕbd (I)	n. m. sg. cstr. acc.	servant, slave	ˤbd ˤlm 'a perpetual slave'.
160686	ˤlm	ʿlm  	ˤlm(I)/	ʕlm (I)	n. m. sg. abs. gen.	eternity	ˤbd ˤlm 'slave in perpetuity'.
160687	ṯlṯ	ṯlṯ	ṯlṯ(I)/	ṯlṯ (I)	num.	three	ṯlṯ sswm 'three horses'.
# KTU 1.14 II:3							
160688	sswm	[ssw]m    	ssw/m	ssw	n. m. pl. abs. acc.	horse	Huehnergard lemma
160689	mrkbt	mrkbt  	mrkb(t/t=	mrkbt	n. f. pl. abs. acc.	(war-)chariot	Plural object coordinated with ṯlṯ sswm 'three horses' (Martijn/Tania; EUPT Akk. f. pl.).
160690	b	b 	b	b	prep.	from	b trbṣ 'from the stable'.
160691	trbṣ	trbṣ  	trbṣ/	trbṣ	n. m. sg. cstr. gen.	yard, stable	
160692	bnamt	bn . amt	bn(I)/ am(t(I)/t	bn (I), ảmt (I)	n. m. sg. cstr. gen., n. f. sg. abs. gen.	son, female slave	Two lexical words joined by TF: bn amt 'son of a slave-woman' (Martijn/Tania; DULAT attests b trbṣ bn amt at II:3).
# KTU 1.14 II:4							
160693	xxx	[xxx  ]  	?	?	?	?	No recoverable lexical identity; EUPT and the translations leave the opening of the clause broken.
160694	ṯnm	ṯnm  	ṯn(I)&m	ṯn (I)	num.	two	Broken context; UNP/DULAT: '[offspring] may I procreate'.
160694	ṯnm	ṯnm  	(b&ṯn/m	bn (I)	n. m. pl. abs. acc.	offspring	Alt. DULAT attestation: ]bnm aqny 'may I procreate offspring'; initial b is written ṯ in the preserved surface (Martijn/Tania note the alternate reading bnm).
160695	aqny	aqny	!(ʔ&a!qny[	/q-n-y/	vb G prefc. 1 c. sg.	to acquire, procreate	aqny 'may I procreate' (DULAT/EUPT G-PKKe 1 c. sg.).
# KTU 1.14 II:5							
160696	xx	[xx  ]  	?	?	?	?	Two illegible signs; no source supports a lexical restoration.
160697	šrm	šrm  	šr(II)/m	šr (II)	n. m. pl. abs. acc.	musician	
160698	amid	amid	!(ʔ&a!m(ʔ&id[:d	/m-ʔ-d/	vb D prefc. 1 c. sg.	to make numerous	amid 'I would multiply' (DULAT /m-ʔ-d/).
# KTU 1.14 II:6							
160699	w	w[ ] 	w	w	conj.	and	w yṯb ṯr abh il 'and the Bull, his father El, replied' (DULAT; EUPT G-PKL).
160700	yṯb	[yṯ]b    	!y!ṯ(wb[	/ṯ-w-b/	vb G prefc. 3 m. sg.	to answer, reply	Weak-medial /ṯ-w-b/: preformative y is written and radical w is unexpressed; w yṯb ṯr abh il 'and the Bull, his father El, replied' (EUPT G-PKL; Huehnergard).
160701	ṯr	ṯr  	ṯr(I)/	ṯr (I)	n. m. sg. cstr. nom.	bull	ṯr abh il 'the Bull, his father El' (epithet).
160702	abh	abh  	ab/+h	ảb	n. m. sg. cstr. nom. + 3 m. sg. suff.	father	
160703	il	il	il(I)/	ỉl (I)	DN m. sg. abs. nom.	ʾIlu/Ilu/El	
# KTU 1.14 II:7							
160704	dxxt	d[xx]t      	?	?	?	?	Possibly d[y]k 'enough' in DULAT's reconstruction d[y]k b-bky krt, but the preserved final t does not license that restoration.
160705	b	b 	b	b	prep.	at	
160706	bk	bk  	!!bk(y[/	/b-k-y/	vb G inf. cstr. gen.	to weep	Infinitive governed by b: b-bky 'at/enough of weeping' (DULAT direct attestation; EUPT G-Inf. Gen. St.cs.; Martijn/Tania).
160706	bk	bk  	bk/	bk	n. m. sg. abs. gen.	beaker	Alt. lexical surface reading; context and EUPT strongly favor the infinitive 'weeping'.
